Country Name,Country Code,Series Name,year_TB,Battle_death_values
Afghanistan,AFG,Battle-related deaths (number of people),1989 (YR1989),5174
Afghanistan,AFG,Battle-related deaths (number of people),1990 (YR1990),1478
Afghanistan,AFG,Battle-related deaths (number of people),1991 (YR1991),3302
Afghanistan,AFG,Battle-related deaths (number of people),1992 (YR1992),4276
Afghanistan,AFG,Battle-related deaths (number of people),1993 (YR1993),4071
Afghanistan,AFG,Battle-related deaths (number of people),1994 (YR1994),8937
Afghanistan,AFG,Battle-related deaths (number of people),1995 (YR1995),5499
Afghanistan,AFG,Battle-related deaths (number of people),1996 (YR1996),3177
Afghanistan,AFG,Battle-related deaths (number of people),1997 (YR1997),6396
Afghanistan,AFG,Battle-related deaths (number of people),1998 (YR1998),6256
Afghanistan,AFG,Battle-related deaths (number of people),1999 (YR1999),4629
Afghanistan,AFG,Battle-related deaths (number of people),2000 (YR2000),5235
Afghanistan,AFG,Battle-related deaths (number of people),2001 (YR2001),5055
Afghanistan,AFG,Battle-related deaths (number of people),2002 (YR2002),890
Afghanistan,AFG,Battle-related deaths (number of people),2003 (YR2003),687
Afghanistan,AFG,Battle-related deaths (number of people),2004 (YR2004),715
Afghanistan,AFG,Battle-related deaths (number of people),2005 (YR2005),1595
Afghanistan,AFG,Battle-related deaths (number of people),2006 (YR2006),4750
Afghanistan,AFG,Battle-related deaths (number of people),2007 (YR2007),6911
Afghanistan,AFG,Battle-related deaths (number of people),2008 (YR2008),5552
Afghanistan,AFG,Battle-related deaths (number of people),2009 (YR2009),6341
Afghanistan,AFG,Battle-related deaths (number of people),2010 (YR2010),6864
Afghanistan,AFG,Battle-related deaths (number of people),2011 (YR2011),7403
Afghanistan,AFG,Battle-related deaths (number of people),2012 (YR2012),7721
Afghanistan,AFG,Battle-related deaths (number of people),2013 (YR2013),8056
Afghanistan,AFG,Battle-related deaths (number of people),2014 (YR2014),12284
Afghanistan,AFG,Battle-related deaths (number of people),2015 (YR2015),17278
Afghanistan,AFG,Battle-related deaths (number of people),2016 (YR2016),17985
Afghanistan,AFG,Battle-related deaths (number of people),2017 (YR2017),19014
Afghanistan,AFG,Battle-related deaths (number of people),2018 (YR2018),25676
Afghanistan,AFG,Battle-related deaths (number of people),2019 (YR2019),29940
Afghanistan,AFG,Battle-related deaths (number of people),2020 (YR2020),20475
Afghanistan,AFG,Battle-related deaths (number of people),2021 (YR2021),35787
Afghanistan,AFG,Battle-related deaths (number of people),2022 (YR2022),899
Africa Eastern and Southern,AFE,Battle-related deaths (number of people),2020 (YR2020),6008
Africa Western and Central,AFW,Battle-related deaths (number of people),2018 (YR2018),2849
Africa Western and Central,AFW,Battle-related deaths (number of people),2019 (YR2019),3464
Africa Western and Central,AFW,Battle-related deaths (number of people),2020 (YR2020),4310
Africa Western and Central,AFW,Battle-related deaths (number of people),2021 (YR2021),6148
Africa Western and Central,AFW,Battle-related deaths (number of people),2022 (YR2022),6714
Albania,ALB,Battle-related deaths (number of people),1999 (YR1999),6
Algeria,DZA,Battle-related deaths (number of people),1991 (YR1991),34
Algeria,DZA,Battle-related deaths (number of people),1992 (YR1992),257
Algeria,DZA,Battle-related deaths (number of people),1993 (YR1993),800
Algeria,DZA,Battle-related deaths (number of people),1994 (YR1994),1916
Algeria,DZA,Battle-related deaths (number of people),1995 (YR1995),3008
Algeria,DZA,Battle-related deaths (number of people),1996 (YR1996),1084
Algeria,DZA,Battle-related deaths (number of people),1997 (YR1997),1403
Algeria,DZA,Battle-related deaths (number of people),1998 (YR1998),3029
Algeria,DZA,Battle-related deaths (number of people),1999 (YR1999),1031
Algeria,DZA,Battle-related deaths (number of people),2000 (YR2000),947
Algeria,DZA,Battle-related deaths (number of people),2001 (YR2001),642
Algeria,DZA,Battle-related deaths (number of people),2002 (YR2002),539
Algeria,DZA,Battle-related deaths (number of people),2003 (YR2003),670
Algeria,DZA,Battle-related deaths (number of people),2004 (YR2004),397
Algeria,DZA,Battle-related deaths (number of people),2005 (YR2005),217
Algeria,DZA,Battle-related deaths (number of people),2006 (YR2006),255
Algeria,DZA,Battle-related deaths (number of people),2007 (YR2007),472
Algeria,DZA,Battle-related deaths (number of people),2008 (YR2008),339
Algeria,DZA,Battle-related deaths (number of people),2009 (YR2009),505
Algeria,DZA,Battle-related deaths (number of people),2010 (YR2010),236
Algeria,DZA,Battle-related deaths (number of people),2011 (YR2011),267
Algeria,DZA,Battle-related deaths (number of people),2012 (YR2012),256
Algeria,DZA,Battle-related deaths (number of people),2013 (YR2013),147
Algeria,DZA,Battle-related deaths (number of people),2014 (YR2014),107
Algeria,DZA,Battle-related deaths (number of people),2015 (YR2015),110
Algeria,DZA,Battle-related deaths (number of people),2016 (YR2016),86
Algeria,DZA,Battle-related deaths (number of people),2017 (YR2017),60
Algeria,DZA,Battle-related deaths (number of people),2018 (YR2018),33
Algeria,DZA,Battle-related deaths (number of people),2020 (YR2020),26
Angola,AGO,Battle-related deaths (number of people),1989 (YR1989),2810
Angola,AGO,Battle-related deaths (number of people),1990 (YR1990),2558
Angola,AGO,Battle-related deaths (number of people),1991 (YR1991),516
Angola,AGO,Battle-related deaths (number of people),1992 (YR1992),2346
Angola,AGO,Battle-related deaths (number of people),1993 (YR1993),12054
Angola,AGO,Battle-related deaths (number of people),1994 (YR1994),3974
Angola,AGO,Battle-related deaths (number of people),1995 (YR1995),187
Angola,AGO,Battle-related deaths (number of people),1996 (YR1996),29
Angola,AGO,Battle-related deaths (number of people),1997 (YR1997),51
Angola,AGO,Battle-related deaths (number of people),1998 (YR1998),1066
Angola,AGO,Battle-related deaths (number of people),1999 (YR1999),2272
Angola,AGO,Battle-related deaths (number of people),2000 (YR2000),946
Angola,AGO,Battle-related deaths (number of people),2001 (YR2001),1123
Angola,AGO,Battle-related deaths (number of people),2002 (YR2002),521
Angola,AGO,Battle-related deaths (number of people),2003 (YR2003),25
Angola,AGO,Battle-related deaths (number of people),2004 (YR2004),25
Angola,AGO,Battle-related deaths (number of people),2007 (YR2007),25
Angola,AGO,Battle-related deaths (number of people),2009 (YR2009),25
Angola,AGO,Battle-related deaths (number of people),2016 (YR2016),25
Angola,AGO,Battle-related deaths (number of people),2017 (YR2017),25
Angola,AGO,Battle-related deaths (number of people),2019 (YR2019),25
Angola,AGO,Battle-related deaths (number of people),2020 (YR2020),21
Angola,AGO,Battle-related deaths (number of people),2022 (YR2022),20
Arab World,ARB,Battle-related deaths (number of people),2014 (YR2014),83681
Arab World,ARB,Battle-related deaths (number of people),2015 (YR2015),72081
Arab World,ARB,Battle-related deaths (number of people),2016 (YR2016),63141
Arab World,ARB,Battle-related deaths (number of people),2017 (YR2017),41440
Arab World,ARB,Battle-related deaths (number of people),2018 (YR2018),22246
Arab World,ARB,Battle-related deaths (number of people),2020 (YR2020),15216
Arab World,ARB,Battle-related deaths (number of people),2021 (YR2021),27999
Argentina,ARG,Battle-related deaths (number of people),1992 (YR1992),0
Armenia,ARM,Battle-related deaths (number of people),1992 (YR1992),85
Armenia,ARM,Battle-related deaths (number of people),1993 (YR1993),37
Armenia,ARM,Battle-related deaths (number of people),1994 (YR1994),30
Armenia,ARM,Battle-related deaths (number of people),2005 (YR2005),1
Armenia,ARM,Battle-related deaths (number of people),2012 (YR2012),9
Armenia,ARM,Battle-related deaths (number of people),2015 (YR2015),9
Armenia,ARM,Battle-related deaths (number of people),2016 (YR2016),4
Armenia,ARM,Battle-related deaths (number of people),2020 (YR2020),10
Armenia,ARM,Battle-related deaths (number of people),2021 (YR2021),10
Armenia,ARM,Battle-related deaths (number of people),2022 (YR2022),154
Australia,AUS,Battle-related deaths (number of people),2018 (YR2018),1
Azerbaijan,AZE,Battle-related deaths (number of people),1991 (YR1991),35
Azerbaijan,AZE,Battle-related deaths (number of people),1992 (YR1992),2082
Azerbaijan,AZE,Battle-related deaths (number of people),1993 (YR1993),1194
Azerbaijan,AZE,Battle-related deaths (number of people),1994 (YR1994),1477
Azerbaijan,AZE,Battle-related deaths (number of people),1995 (YR1995),44
Azerbaijan,AZE,Battle-related deaths (number of people),1997 (YR1997),29
Azerbaijan,AZE,Battle-related deaths (number of people),1998 (YR1998),34
Azerbaijan,AZE,Battle-related deaths (number of people),2005 (YR2005),24
Azerbaijan,AZE,Battle-related deaths (number of people),2008 (YR2008),30
Azerbaijan,AZE,Battle-related deaths (number of people),2012 (YR2012),16
Azerbaijan,AZE,Battle-related deaths (number of people),2014 (YR2014),46
Azerbaijan,AZE,Battle-related deaths (number of people),2015 (YR2015),63
Azerbaijan,AZE,Battle-related deaths (number of people),2016 (YR2016),137
Azerbaijan,AZE,Battle-related deaths (number of people),2017 (YR2017),36
Azerbaijan,AZE,Battle-related deaths (number of people),2020 (YR2020),7636
Azerbaijan,AZE,Battle-related deaths (number of people),2021 (YR2021),30
Azerbaijan,AZE,Battle-related deaths (number of people),2022 (YR2022),154
Bangladesh,BGD,Battle-related deaths (number of people),1989 (YR1989),26
Bangladesh,BGD,Battle-related deaths (number of people),1990 (YR1990),45
Bangladesh,BGD,Battle-related deaths (number of people),1991 (YR1991),25
Bangladesh,BGD,Battle-related deaths (number of people),2005 (YR2005),62
Bangladesh,BGD,Battle-related deaths (number of people),2006 (YR2006),57
Bangladesh,BGD,Battle-related deaths (number of people),2016 (YR2016),41
Bangladesh,BGD,Battle-related deaths (number of people),2017 (YR2017),47
Bangladesh,BGD,Battle-related deaths (number of people),2020 (YR2020),2
Bangladesh,BGD,Battle-related deaths (number of people),2022 (YR2022),2
Belgium,BEL,Battle-related deaths (number of people),2016 (YR2016),2
Belgium,BEL,Battle-related deaths (number of people),2018 (YR2018),3
Benin,BEN,Battle-related deaths (number of people),2022 (YR2022),30
Bhutan,BTN,Battle-related deaths (number of people),1997 (YR1997),4
Bosnia and Herzegovina,BIH,Battle-related deaths (number of people),1992 (YR1992),20720
Bosnia and Herzegovina,BIH,Battle-related deaths (number of people),1993 (YR1993),13233
Bosnia and Herzegovina,BIH,Battle-related deaths (number of people),1994 (YR1994),7022
Bosnia and Herzegovina,BIH,Battle-related deaths (number of people),1995 (YR1995),8855
Burkina Faso,BFA,Battle-related deaths (number of people),2018 (YR2018),79
Burkina Faso,BFA,Battle-related deaths (number of people),2019 (YR2019),349
Burkina Faso,BFA,Battle-related deaths (number of people),2020 (YR2020),512
Burkina Faso,BFA,Battle-related deaths (number of people),2021 (YR2021),991
Burkina Faso,BFA,Battle-related deaths (number of people),2022 (YR2022),2047
Burundi,BDI,Battle-related deaths (number of people),1991 (YR1991),272
Burundi,BDI,Battle-related deaths (number of people),1992 (YR1992),61
Burundi,BDI,Battle-related deaths (number of people),1994 (YR1994),56
Burundi,BDI,Battle-related deaths (number of people),1995 (YR1995),254
Burundi,BDI,Battle-related deaths (number of people),1996 (YR1996),531
Burundi,BDI,Battle-related deaths (number of people),1997 (YR1997),639
Burundi,BDI,Battle-related deaths (number of people),1998 (YR1998),621
Burundi,BDI,Battle-related deaths (number of people),1999 (YR1999),524
Burundi,BDI,Battle-related deaths (number of people),2000 (YR2000),1347
Burundi,BDI,Battle-related deaths (number of people),2001 (YR2001),1182
Burundi,BDI,Battle-related deaths (number of people),2002 (YR2002),1183
Burundi,BDI,Battle-related deaths (number of people),2003 (YR2003),985
Burundi,BDI,Battle-related deaths (number of people),2004 (YR2004),387
Burundi,BDI,Battle-related deaths (number of people),2005 (YR2005),286
Burundi,BDI,Battle-related deaths (number of people),2006 (YR2006),141
Burundi,BDI,Battle-related deaths (number of people),2008 (YR2008),201
Burundi,BDI,Battle-related deaths (number of people),2014 (YR2014),56
Burundi,BDI,Battle-related deaths (number of people),2015 (YR2015),185
Burundi,BDI,Battle-related deaths (number of people),2019 (YR2019),16
Burundi,BDI,Battle-related deaths (number of people),2020 (YR2020),63
Burundi,BDI,Battle-related deaths (number of people),2021 (YR2021),24
Cambodia,KHM,Battle-related deaths (number of people),1989 (YR1989),814
Cambodia,KHM,Battle-related deaths (number of people),1990 (YR1990),274
Cambodia,KHM,Battle-related deaths (number of people),1991 (YR1991),220
Cambodia,KHM,Battle-related deaths (number of people),1992 (YR1992),118
Cambodia,KHM,Battle-related deaths (number of people),1993 (YR1993),274
Cambodia,KHM,Battle-related deaths (number of people),1994 (YR1994),464
Cambodia,KHM,Battle-related deaths (number of people),1995 (YR1995),694
Cambodia,KHM,Battle-related deaths (number of people),1996 (YR1996),788
Cambodia,KHM,Battle-related deaths (number of people),1997 (YR1997),415
Cambodia,KHM,Battle-related deaths (number of people),1998 (YR1998),243
Cambodia,KHM,Battle-related deaths (number of people),2011 (YR2011),10
Cameroon,CMR,Battle-related deaths (number of people),1996 (YR1996),56
Cameroon,CMR,Battle-related deaths (number of people),2014 (YR2014),969
Cameroon,CMR,Battle-related deaths (number of people),2015 (YR2015),924
Cameroon,CMR,Battle-related deaths (number of people),2016 (YR2016),181
Cameroon,CMR,Battle-related deaths (number of people),2017 (YR2017),98
Cameroon,CMR,Battle-related deaths (number of people),2018 (YR2018),749
Cameroon,CMR,Battle-related deaths (number of people),2019 (YR2019),693
Cameroon,CMR,Battle-related deaths (number of people),2020 (YR2020),429
Cameroon,CMR,Battle-related deaths (number of people),2021 (YR2021),581
Cameroon,CMR,Battle-related deaths (number of people),2022 (YR2022),406
Central African Republic,CAF,Battle-related deaths (number of people),2001 (YR2001),195
Central African Republic,CAF,Battle-related deaths (number of people),2002 (YR2002),131
Central African Republic,CAF,Battle-related deaths (number of people),2006 (YR2006),46
Central African Republic,CAF,Battle-related deaths (number of people),2009 (YR2009),88
Central African Republic,CAF,Battle-related deaths (number of people),2010 (YR2010),47
Central African Republic,CAF,Battle-related deaths (number of people),2011 (YR2011),48
Central African Republic,CAF,Battle-related deaths (number of people),2012 (YR2012),45
Central African Republic,CAF,Battle-related deaths (number of people),2013 (YR2013),417
Central African Republic,CAF,Battle-related deaths (number of people),2014 (YR2014),153
Central African Republic,CAF,Battle-related deaths (number of people),2015 (YR2015),27
Central African Republic,CAF,Battle-related deaths (number of people),2017 (YR2017),35
Central African Republic,CAF,Battle-related deaths (number of people),2018 (YR2018),103
Central African Republic,CAF,Battle-related deaths (number of people),2019 (YR2019),51
Central African Republic,CAF,Battle-related deaths (number of people),2020 (YR2020),57
Central African Republic,CAF,Battle-related deaths (number of people),2021 (YR2021),906
Central African Republic,CAF,Battle-related deaths (number of people),2022 (YR2022),675
Chad,TCD,Battle-related deaths (number of people),1989 (YR1989),50
Chad,TCD,Battle-related deaths (number of people),1990 (YR1990),652
Chad,TCD,Battle-related deaths (number of people),1991 (YR1991),68
Chad,TCD,Battle-related deaths (number of people),1992 (YR1992),899
Chad,TCD,Battle-related deaths (number of people),1993 (YR1993),120
Chad,TCD,Battle-related deaths (number of people),1994 (YR1994),156
Chad,TCD,Battle-related deaths (number of people),1997 (YR1997),97
Chad,TCD,Battle-related deaths (number of people),1998 (YR1998),34
Chad,TCD,Battle-related deaths (number of people),1999 (YR1999),394
Chad,TCD,Battle-related deaths (number of people),2000 (YR2000),989
Chad,TCD,Battle-related deaths (number of people),2001 (YR2001),226
Chad,TCD,Battle-related deaths (number of people),2002 (YR2002),294
Chad,TCD,Battle-related deaths (number of people),2003 (YR2003),37
Chad,TCD,Battle-related deaths (number of people),2004 (YR2004),50
Chad,TCD,Battle-related deaths (number of people),2005 (YR2005),100
Chad,TCD,Battle-related deaths (number of people),2006 (YR2006),1250
Chad,TCD,Battle-related deaths (number of people),2007 (YR2007),69
Chad,TCD,Battle-related deaths (number of people),2008 (YR2008),991
Chad,TCD,Battle-related deaths (number of people),2009 (YR2009),135
Chad,TCD,Battle-related deaths (number of people),2010 (YR2010),4
Chad,TCD,Battle-related deaths (number of people),2015 (YR2015),275
Chad,TCD,Battle-related deaths (number of people),2017 (YR2017),57
Chad,TCD,Battle-related deaths (number of people),2018 (YR2018),150
Chad,TCD,Battle-related deaths (number of people),2019 (YR2019),144
Chad,TCD,Battle-related deaths (number of people),2020 (YR2020),196
Chad,TCD,Battle-related deaths (number of people),2021 (YR2021),486
Chad,TCD,Battle-related deaths (number of people),2022 (YR2022),45
China,CHN,Battle-related deaths (number of people),2008 (YR2008),36
China,CHN,Battle-related deaths (number of people),2009 (YR2009),2
China,CHN,Battle-related deaths (number of people),2015 (YR2015),5
Colombia,COL,Battle-related deaths (number of people),1989 (YR1989),238
Colombia,COL,Battle-related deaths (number of people),1990 (YR1990),501
Colombia,COL,Battle-related deaths (number of people),1991 (YR1991),725
Colombia,COL,Battle-related deaths (number of people),1992 (YR1992),1479
Colombia,COL,Battle-related deaths (number of people),1993 (YR1993),182
Colombia,COL,Battle-related deaths (number of people),1994 (YR1994),1123
Colombia,COL,Battle-related deaths (number of people),1995 (YR1995),823
Colombia,COL,Battle-related deaths (number of people),1996 (YR1996),1192
Colombia,COL,Battle-related deaths (number of people),1997 (YR1997),560
Colombia,COL,Battle-related deaths (number of people),1998 (YR1998),939
Colombia,COL,Battle-related deaths (number of people),1999 (YR1999),1374
Colombia,COL,Battle-related deaths (number of people),2000 (YR2000),1870
Colombia,COL,Battle-related deaths (number of people),2001 (YR2001),1864
Colombia,COL,Battle-related deaths (number of people),2002 (YR2002),3379
Colombia,COL,Battle-related deaths (number of people),2003 (YR2003),1597
Colombia,COL,Battle-related deaths (number of people),2004 (YR2004),1234
Colombia,COL,Battle-related deaths (number of people),2005 (YR2005),1389
Colombia,COL,Battle-related deaths (number of people),2006 (YR2006),502
Colombia,COL,Battle-related deaths (number of people),2007 (YR2007),314
Colombia,COL,Battle-related deaths (number of people),2008 (YR2008),219
Colombia,COL,Battle-related deaths (number of people),2009 (YR2009),377
Colombia,COL,Battle-related deaths (number of people),2010 (YR2010),419
Colombia,COL,Battle-related deaths (number of people),2011 (YR2011),202
Colombia,COL,Battle-related deaths (number of people),2012 (YR2012),211
Colombia,COL,Battle-related deaths (number of people),2013 (YR2013),140
Colombia,COL,Battle-related deaths (number of people),2014 (YR2014),119
Colombia,COL,Battle-related deaths (number of people),2015 (YR2015),134
Colombia,COL,Battle-related deaths (number of people),2016 (YR2016),30
Colombia,COL,Battle-related deaths (number of people),2018 (YR2018),131
Colombia,COL,Battle-related deaths (number of people),2019 (YR2019),113
Colombia,COL,Battle-related deaths (number of people),2020 (YR2020),23
Colombia,COL,Battle-related deaths (number of people),2021 (YR2021),113
Colombia,COL,Battle-related deaths (number of people),2022 (YR2022),73
Comoros,COM,Battle-related deaths (number of people),1989 (YR1989),29
Comoros,COM,Battle-related deaths (number of people),1997 (YR1997),56
"Congo, Dem. Rep.",COD,Battle-related deaths (number of people),1994 (YR1994),0
"Congo, Dem. Rep.",COD,Battle-related deaths (number of people),1996 (YR1996),1371
"Congo, Dem. Rep.",COD,Battle-related deaths (number of people),1997 (YR1997),4599
"Congo, Dem. Rep.",COD,Battle-related deaths (number of people),1998 (YR1998),3356
"Congo, Dem. Rep.",COD,Battle-related deaths (number of people),1999 (YR1999),3282
"Congo, Dem. Rep.",COD,Battle-related deaths (number of people),2000 (YR2000),1473
"Congo, Dem. Rep.",COD,Battle-related deaths (number of people),2001 (YR2001),486
"Congo, Dem. Rep.",COD,Battle-related deaths (number of people),2002 (YR2002),100
"Congo, Dem. Rep.",COD,Battle-related deaths (number of people),2005 (YR2005),34
"Congo, Dem. Rep.",COD,Battle-related deaths (number of people),2006 (YR2006),177
"Congo, Dem. Rep.",COD,Battle-related deaths (number of people),2007 (YR2007),632
"Congo, Dem. Rep.",COD,Battle-related deaths (number of people),2008 (YR2008),767
"Congo, Dem. Rep.",COD,Battle-related deaths (number of people),2009 (YR2009),1961
"Congo, Dem. Rep.",COD,Battle-related deaths (number of people),2010 (YR2010),300
"Congo, Dem. Rep.",COD,Battle-related deaths (number of people),2011 (YR2011),283
"Congo, Dem. Rep.",COD,Battle-related deaths (number of people),2012 (YR2012),804
"Congo, Dem. Rep.",COD,Battle-related deaths (number of people),2013 (YR2013),1532
"Congo, Dem. Rep.",COD,Battle-related deaths (number of people),2014 (YR2014),993
"Congo, Dem. Rep.",COD,Battle-related deaths (number of people),2015 (YR2015),197
"Congo, Dem. Rep.",COD,Battle-related deaths (number of people),2016 (YR2016),794
"Congo, Dem. Rep.",COD,Battle-related deaths (number of people),2017 (YR2017),3632
"Congo, Dem. Rep.",COD,Battle-related deaths (number of people),2018 (YR2018),817
"Congo, Dem. Rep.",COD,Battle-related deaths (number of people),2019 (YR2019),764
"Congo, Dem. Rep.",COD,Battle-related deaths (number of people),2020 (YR2020),1199
"Congo, Dem. Rep.",COD,Battle-related deaths (number of people),2021 (YR2021),1020
"Congo, Dem. Rep.",COD,Battle-related deaths (number of people),2022 (YR2022),1352
"Congo, Rep.",COG,Battle-related deaths (number of people),1993 (YR1993),53
"Congo, Rep.",COG,Battle-related deaths (number of people),1997 (YR1997),10000
"Congo, Rep.",COG,Battle-related deaths (number of people),1998 (YR1998),3272
"Congo, Rep.",COG,Battle-related deaths (number of people),1999 (YR1999),626
"Congo, Rep.",COG,Battle-related deaths (number of people),2002 (YR2002),167
"Congo, Rep.",COG,Battle-related deaths (number of people),2016 (YR2016),73
"Congo, Rep.",COG,Battle-related deaths (number of people),2019 (YR2019),0
"Congo, Rep.",COG,Battle-related deaths (number of people),2020 (YR2020),0
"Congo, Rep.",COG,Battle-related deaths (number of people),2022 (YR2022),3
Cote d'Ivoire,CIV,Battle-related deaths (number of people),1990 (YR1990),8
Cote d'Ivoire,CIV,Battle-related deaths (number of people),2002 (YR2002),624
Cote d'Ivoire,CIV,Battle-related deaths (number of people),2003 (YR2003),139
Cote d'Ivoire,CIV,Battle-related deaths (number of people),2004 (YR2004),47
Cote d'Ivoire,CIV,Battle-related deaths (number of people),2011 (YR2011),98
Croatia,HRV,Battle-related deaths (number of people),1992 (YR1992),142
Croatia,HRV,Battle-related deaths (number of people),1993 (YR1993),345
Croatia,HRV,Battle-related deaths (number of people),1995 (YR1995),826
Djibouti,DJI,Battle-related deaths (number of people),1989 (YR1989),6
Djibouti,DJI,Battle-related deaths (number of people),1990 (YR1990),60
Djibouti,DJI,Battle-related deaths (number of people),1991 (YR1991),60
Djibouti,DJI,Battle-related deaths (number of people),1992 (YR1992),129
Djibouti,DJI,Battle-related deaths (number of people),1993 (YR1993),33
Djibouti,DJI,Battle-related deaths (number of people),1994 (YR1994),39
Djibouti,DJI,Battle-related deaths (number of people),1999 (YR1999),25
Djibouti,DJI,Battle-related deaths (number of people),2008 (YR2008),35
Early-demographic dividend,EAR,Battle-related deaths (number of people),1990 (YR1990),58475
Early-demographic dividend,EAR,Battle-related deaths (number of people),1991 (YR1991),20252
Early-demographic dividend,EAR,Battle-related deaths (number of people),1992 (YR1992),12275
Early-demographic dividend,EAR,Battle-related deaths (number of people),1993 (YR1993),7819
Early-demographic dividend,EAR,Battle-related deaths (number of people),1994 (YR1994),12993
Early-demographic dividend,EAR,Battle-related deaths (number of people),1996 (YR1996),10258
Early-demographic dividend,EAR,Battle-related deaths (number of people),1997 (YR1997),7390
Early-demographic dividend,EAR,Battle-related deaths (number of people),1998 (YR1998),9523
Early-demographic dividend,EAR,Battle-related deaths (number of people),1999 (YR1999),35712
Early-demographic dividend,EAR,Battle-related deaths (number of people),2000 (YR2000),55157
Early-demographic dividend,EAR,Battle-related deaths (number of people),2001 (YR2001),6169
Early-demographic dividend,EAR,Battle-related deaths (number of people),2002 (YR2002),8625
Early-demographic dividend,EAR,Battle-related deaths (number of people),2003 (YR2003),6321
Early-demographic dividend,EAR,Battle-related deaths (number of people),2004 (YR2004),6482
Early-demographic dividend,EAR,Battle-related deaths (number of people),2005 (YR2005),4255
Early-demographic dividend,EAR,Battle-related deaths (number of people),2006 (YR2006),4120
Early-demographic dividend,EAR,Battle-related deaths (number of people),2016 (YR2016),53844
Early-demographic dividend,EAR,Battle-related deaths (number of people),2017 (YR2017),33045
Early-demographic dividend,EAR,Battle-related deaths (number of people),2018 (YR2018),20673
Early-demographic dividend,EAR,Battle-related deaths (number of people),2019 (YR2019),14568
Early-demographic dividend,EAR,Battle-related deaths (number of people),2020 (YR2020),15868
Early-demographic dividend,EAR,Battle-related deaths (number of people),2021 (YR2021),36692
Early-demographic dividend,EAR,Battle-related deaths (number of people),2022 (YR2022),108615
East Asia & Pacific,EAS,Battle-related deaths (number of people),2008 (YR2008),711
East Asia & Pacific,EAS,Battle-related deaths (number of people),2009 (YR2009),1227
East Asia & Pacific,EAS,Battle-related deaths (number of people),2015 (YR2015),1263
East Asia & Pacific (IDA & IBRD countries),TEA,Battle-related deaths (number of people),2008 (YR2008),711
East Asia & Pacific (IDA & IBRD countries),TEA,Battle-related deaths (number of people),2009 (YR2009),1227
East Asia & Pacific (IDA & IBRD countries),TEA,Battle-related deaths (number of people),2015 (YR2015),1263
East Asia & Pacific (excluding high income),EAP,Battle-related deaths (number of people),2008 (YR2008),711
East Asia & Pacific (excluding high income),EAP,Battle-related deaths (number of people),2009 (YR2009),1227
East Asia & Pacific (excluding high income),EAP,Battle-related deaths (number of people),2015 (YR2015),1263
Ecuador,ECU,Battle-related deaths (number of people),1995 (YR1995),11
Ecuador,ECU,Battle-related deaths (number of people),2008 (YR2008),25
Ecuador,ECU,Battle-related deaths (number of people),2019 (YR2019),2
"Egypt, Arab Rep.",EGY,Battle-related deaths (number of people),1993 (YR1993),103
"Egypt, Arab Rep.",EGY,Battle-related deaths (number of people),1994 (YR1994),145
"Egypt, Arab Rep.",EGY,Battle-related deaths (number of people),1995 (YR1995),187
"Egypt, Arab Rep.",EGY,Battle-related deaths (number of people),1996 (YR1996),85
"Egypt, Arab Rep.",EGY,Battle-related deaths (number of people),1997 (YR1997),66
"Egypt, Arab Rep.",EGY,Battle-related deaths (number of people),1998 (YR1998),27
"Egypt, Arab Rep.",EGY,Battle-related deaths (number of people),2014 (YR2014),184
"Egypt, Arab Rep.",EGY,Battle-related deaths (number of people),2015 (YR2015),767
"Egypt, Arab Rep.",EGY,Battle-related deaths (number of people),2016 (YR2016),355
"Egypt, Arab Rep.",EGY,Battle-related deaths (number of people),2017 (YR2017),497
"Egypt, Arab Rep.",EGY,Battle-related deaths (number of people),2018 (YR2018),680
"Egypt, Arab Rep.",EGY,Battle-related deaths (number of people),2019 (YR2019),637
"Egypt, Arab Rep.",EGY,Battle-related deaths (number of people),2020 (YR2020),527
"Egypt, Arab Rep.",EGY,Battle-related deaths (number of people),2021 (YR2021),112
"Egypt, Arab Rep.",EGY,Battle-related deaths (number of people),2022 (YR2022),231
El Salvador,SLV,Battle-related deaths (number of people),1989 (YR1989),4924
El Salvador,SLV,Battle-related deaths (number of people),1990 (YR1990),849
El Salvador,SLV,Battle-related deaths (number of people),1991 (YR1991),88
Eritrea,ERI,Battle-related deaths (number of people),1997 (YR1997),31
Eritrea,ERI,Battle-related deaths (number of people),1998 (YR1998),10
Eritrea,ERI,Battle-related deaths (number of people),1999 (YR1999),17203
Eritrea,ERI,Battle-related deaths (number of people),2000 (YR2000),1793
Eritrea,ERI,Battle-related deaths (number of people),2003 (YR2003),57
Eritrea,ERI,Battle-related deaths (number of people),2016 (YR2016),25
Eritrea,ERI,Battle-related deaths (number of people),2022 (YR2022),4
Ethiopia,ETH,Battle-related deaths (number of people),1989 (YR1989),24358
Ethiopia,ETH,Battle-related deaths (number of people),1990 (YR1990),49698
Ethiopia,ETH,Battle-related deaths (number of people),1991 (YR1991),12225
Ethiopia,ETH,Battle-related deaths (number of people),1992 (YR1992),165
Ethiopia,ETH,Battle-related deaths (number of people),1993 (YR1993),36
Ethiopia,ETH,Battle-related deaths (number of people),1994 (YR1994),75
Ethiopia,ETH,Battle-related deaths (number of people),1995 (YR1995),29
Ethiopia,ETH,Battle-related deaths (number of people),1996 (YR1996),52
Ethiopia,ETH,Battle-related deaths (number of people),1998 (YR1998),1040
