Country Name,Country Code,Series Name,year_TB,Battle_death_values
South Asia (IDA & IBRD),TSA,Battle-related deaths (number of people),2015 (YR2015),19908
South Asia (IDA & IBRD),TSA,Battle-related deaths (number of people),2016 (YR2016),19459
South Asia (IDA & IBRD),TSA,Battle-related deaths (number of people),2017 (YR2017),20427
South Asia (IDA & IBRD),TSA,Battle-related deaths (number of people),2018 (YR2018),26728
South Asia (IDA & IBRD),TSA,Battle-related deaths (number of people),2019 (YR2019),30801
South Asia (IDA & IBRD),TSA,Battle-related deaths (number of people),2020 (YR2020),21434
South Asia (IDA & IBRD),TSA,Battle-related deaths (number of people),2021 (YR2021),36633
South Asia (IDA & IBRD),TSA,Battle-related deaths (number of people),2022 (YR2022),1841
South Sudan,SSD,Battle-related deaths (number of people),2011 (YR2011),220
South Sudan,SSD,Battle-related deaths (number of people),2012 (YR2012),266
South Sudan,SSD,Battle-related deaths (number of people),2013 (YR2013),926
South Sudan,SSD,Battle-related deaths (number of people),2014 (YR2014),1674
South Sudan,SSD,Battle-related deaths (number of people),2015 (YR2015),493
South Sudan,SSD,Battle-related deaths (number of people),2016 (YR2016),735
South Sudan,SSD,Battle-related deaths (number of people),2017 (YR2017),484
South Sudan,SSD,Battle-related deaths (number of people),2018 (YR2018),526
South Sudan,SSD,Battle-related deaths (number of people),2019 (YR2019),110
South Sudan,SSD,Battle-related deaths (number of people),2020 (YR2020),58
South Sudan,SSD,Battle-related deaths (number of people),2021 (YR2021),188
Spain,ESP,Battle-related deaths (number of people),1991 (YR1991),45
Sri Lanka,LKA,Battle-related deaths (number of people),1989 (YR1989),533
Sri Lanka,LKA,Battle-related deaths (number of people),1990 (YR1990),3622
Sri Lanka,LKA,Battle-related deaths (number of people),1991 (YR1991),6432
Sri Lanka,LKA,Battle-related deaths (number of people),1992 (YR1992),4091
Sri Lanka,LKA,Battle-related deaths (number of people),1993 (YR1993),2075
Sri Lanka,LKA,Battle-related deaths (number of people),1994 (YR1994),657
Sri Lanka,LKA,Battle-related deaths (number of people),1995 (YR1995),4755
Sri Lanka,LKA,Battle-related deaths (number of people),1996 (YR1996),3868
Sri Lanka,LKA,Battle-related deaths (number of people),1997 (YR1997),2880
Sri Lanka,LKA,Battle-related deaths (number of people),1998 (YR1998),3762
Sri Lanka,LKA,Battle-related deaths (number of people),1999 (YR1999),1882
Sri Lanka,LKA,Battle-related deaths (number of people),2000 (YR2000),2525
Sri Lanka,LKA,Battle-related deaths (number of people),2001 (YR2001),1144
Sri Lanka,LKA,Battle-related deaths (number of people),2003 (YR2003),29
Sri Lanka,LKA,Battle-related deaths (number of people),2005 (YR2005),88
Sri Lanka,LKA,Battle-related deaths (number of people),2006 (YR2006),1970
Sri Lanka,LKA,Battle-related deaths (number of people),2007 (YR2007),2494
Sri Lanka,LKA,Battle-related deaths (number of people),2008 (YR2008),8262
Sri Lanka,LKA,Battle-related deaths (number of people),2009 (YR2009),10165
Sub-Saharan Africa,SSF,Battle-related deaths (number of people),2020 (YR2020),10318
Sub-Saharan Africa,SSF,Battle-related deaths (number of people),2022 (YR2022),112726
Sub-Saharan Africa (IDA & IBRD countries),TSS,Battle-related deaths (number of people),2020 (YR2020),10318
Sub-Saharan Africa (IDA & IBRD countries),TSS,Battle-related deaths (number of people),2022 (YR2022),112726
Sub-Saharan Africa (excluding high income),SSA,Battle-related deaths (number of people),2020 (YR2020),10318
Sub-Saharan Africa (excluding high income),SSA,Battle-related deaths (number of people),2022 (YR2022),112726
Sudan,SDN,Battle-related deaths (number of people),1989 (YR1989),4515
Sudan,SDN,Battle-related deaths (number of people),1990 (YR1990),5030
Sudan,SDN,Battle-related deaths (number of people),1991 (YR1991),1313
Sudan,SDN,Battle-related deaths (number of people),1992 (YR1992),1083
Sudan,SDN,Battle-related deaths (number of people),1993 (YR1993),942
Sudan,SDN,Battle-related deaths (number of people),1994 (YR1994),337
Sudan,SDN,Battle-related deaths (number of people),1995 (YR1995),1036
Sudan,SDN,Battle-related deaths (number of people),1996 (YR1996),2289
Sudan,SDN,Battle-related deaths (number of people),1997 (YR1997),3859
Sudan,SDN,Battle-related deaths (number of people),1998 (YR1998),4891
Sudan,SDN,Battle-related deaths (number of people),1999 (YR1999),1408
Sudan,SDN,Battle-related deaths (number of people),2000 (YR2000),2841
Sudan,SDN,Battle-related deaths (number of people),2001 (YR2001),3457
Sudan,SDN,Battle-related deaths (number of people),2002 (YR2002),2312
Sudan,SDN,Battle-related deaths (number of people),2003 (YR2003),2008
Sudan,SDN,Battle-related deaths (number of people),2004 (YR2004),3673
Sudan,SDN,Battle-related deaths (number of people),2005 (YR2005),246
Sudan,SDN,Battle-related deaths (number of people),2006 (YR2006),1030
Sudan,SDN,Battle-related deaths (number of people),2007 (YR2007),217
Sudan,SDN,Battle-related deaths (number of people),2008 (YR2008),620
Sudan,SDN,Battle-related deaths (number of people),2009 (YR2009),373
Sudan,SDN,Battle-related deaths (number of people),2010 (YR2010),1054
Sudan,SDN,Battle-related deaths (number of people),2011 (YR2011),1404
Sudan,SDN,Battle-related deaths (number of people),2012 (YR2012),1411
Sudan,SDN,Battle-related deaths (number of people),2013 (YR2013),594
Sudan,SDN,Battle-related deaths (number of people),2014 (YR2014),849
Sudan,SDN,Battle-related deaths (number of people),2015 (YR2015),1264
Sudan,SDN,Battle-related deaths (number of people),2016 (YR2016),1309
Sudan,SDN,Battle-related deaths (number of people),2017 (YR2017),160
Sudan,SDN,Battle-related deaths (number of people),2018 (YR2018),243
Sudan,SDN,Battle-related deaths (number of people),2020 (YR2020),45
Sudan,SDN,Battle-related deaths (number of people),2021 (YR2021),31
Sudan,SDN,Battle-related deaths (number of people),2022 (YR2022),54
Syrian Arab Republic,SYR,Battle-related deaths (number of people),2004 (YR2004),1
Syrian Arab Republic,SYR,Battle-related deaths (number of people),2011 (YR2011),1203
Syrian Arab Republic,SYR,Battle-related deaths (number of people),2012 (YR2012),50481
Syrian Arab Republic,SYR,Battle-related deaths (number of people),2013 (YR2013),72003
Syrian Arab Republic,SYR,Battle-related deaths (number of people),2014 (YR2014),66021
Syrian Arab Republic,SYR,Battle-related deaths (number of people),2015 (YR2015),51079
Syrian Arab Republic,SYR,Battle-related deaths (number of people),2016 (YR2016),44938
Syrian Arab Republic,SYR,Battle-related deaths (number of people),2017 (YR2017),25032
Syrian Arab Republic,SYR,Battle-related deaths (number of people),2018 (YR2018),13246
Syrian Arab Republic,SYR,Battle-related deaths (number of people),2019 (YR2019),7539
Syrian Arab Republic,SYR,Battle-related deaths (number of people),2020 (YR2020),4862
Syrian Arab Republic,SYR,Battle-related deaths (number of people),2021 (YR2021),1517
Syrian Arab Republic,SYR,Battle-related deaths (number of people),2022 (YR2022),932
Tajikistan,TJK,Battle-related deaths (number of people),1992 (YR1992),3355
Tajikistan,TJK,Battle-related deaths (number of people),1993 (YR1993),1045
Tajikistan,TJK,Battle-related deaths (number of people),1994 (YR1994),356
Tajikistan,TJK,Battle-related deaths (number of people),1995 (YR1995),368
Tajikistan,TJK,Battle-related deaths (number of people),1996 (YR1996),2790
Tajikistan,TJK,Battle-related deaths (number of people),1997 (YR1997),87
Tajikistan,TJK,Battle-related deaths (number of people),1998 (YR1998),600
Tajikistan,TJK,Battle-related deaths (number of people),1999 (YR1999),3
Tajikistan,TJK,Battle-related deaths (number of people),2000 (YR2000),46
Tajikistan,TJK,Battle-related deaths (number of people),2010 (YR2010),98
Tajikistan,TJK,Battle-related deaths (number of people),2011 (YR2011),28
Tajikistan,TJK,Battle-related deaths (number of people),2021 (YR2021),16
Tajikistan,TJK,Battle-related deaths (number of people),2022 (YR2022),93
Tanzania,TZA,Battle-related deaths (number of people),2020 (YR2020),25
Thailand,THA,Battle-related deaths (number of people),1989 (YR1989),201
Thailand,THA,Battle-related deaths (number of people),1990 (YR1990),19
Thailand,THA,Battle-related deaths (number of people),1998 (YR1998),3
Thailand,THA,Battle-related deaths (number of people),2000 (YR2000),8
Thailand,THA,Battle-related deaths (number of people),2001 (YR2001),22
Thailand,THA,Battle-related deaths (number of people),2002 (YR2002),23
Thailand,THA,Battle-related deaths (number of people),2003 (YR2003),26
Thailand,THA,Battle-related deaths (number of people),2004 (YR2004),164
Thailand,THA,Battle-related deaths (number of people),2005 (YR2005),208
Thailand,THA,Battle-related deaths (number of people),2006 (YR2006),212
Thailand,THA,Battle-related deaths (number of people),2007 (YR2007),197
Thailand,THA,Battle-related deaths (number of people),2008 (YR2008),148
Thailand,THA,Battle-related deaths (number of people),2009 (YR2009),138
Thailand,THA,Battle-related deaths (number of people),2010 (YR2010),82
Thailand,THA,Battle-related deaths (number of people),2011 (YR2011),162
Thailand,THA,Battle-related deaths (number of people),2012 (YR2012),131
Thailand,THA,Battle-related deaths (number of people),2013 (YR2013),189
Thailand,THA,Battle-related deaths (number of people),2014 (YR2014),68
Thailand,THA,Battle-related deaths (number of people),2015 (YR2015),57
Thailand,THA,Battle-related deaths (number of people),2016 (YR2016),50
Thailand,THA,Battle-related deaths (number of people),2017 (YR2017),43
Thailand,THA,Battle-related deaths (number of people),2018 (YR2018),36
Thailand,THA,Battle-related deaths (number of people),2019 (YR2019),55
Thailand,THA,Battle-related deaths (number of people),2020 (YR2020),46
Thailand,THA,Battle-related deaths (number of people),2021 (YR2021),38
Thailand,THA,Battle-related deaths (number of people),2022 (YR2022),30
Togo,TGO,Battle-related deaths (number of people),2022 (YR2022),34
Trinidad and Tobago,TTO,Battle-related deaths (number of people),1990 (YR1990),39
Tunisia,TUN,Battle-related deaths (number of people),2013 (YR2013),29
Tunisia,TUN,Battle-related deaths (number of people),2014 (YR2014),50
Tunisia,TUN,Battle-related deaths (number of people),2015 (YR2015),57
Tunisia,TUN,Battle-related deaths (number of people),2016 (YR2016),71
Turkiye,TUR,Battle-related deaths (number of people),1989 (YR1989),442
Turkiye,TUR,Battle-related deaths (number of people),1990 (YR1990),526
Turkiye,TUR,Battle-related deaths (number of people),1991 (YR1991),386
Turkiye,TUR,Battle-related deaths (number of people),1992 (YR1992),1687
Turkiye,TUR,Battle-related deaths (number of people),1993 (YR1993),2333
Turkiye,TUR,Battle-related deaths (number of people),1994 (YR1994),3920
Turkiye,TUR,Battle-related deaths (number of people),1995 (YR1995),3050
Turkiye,TUR,Battle-related deaths (number of people),1996 (YR1996),3736
Turkiye,TUR,Battle-related deaths (number of people),1997 (YR1997),2594
Turkiye,TUR,Battle-related deaths (number of people),1998 (YR1998),2019
Turkiye,TUR,Battle-related deaths (number of people),1999 (YR1999),1138
Turkiye,TUR,Battle-related deaths (number of people),2000 (YR2000),153
Turkiye,TUR,Battle-related deaths (number of people),2001 (YR2001),103
Turkiye,TUR,Battle-related deaths (number of people),2002 (YR2002),28
Turkiye,TUR,Battle-related deaths (number of people),2003 (YR2003),93
Turkiye,TUR,Battle-related deaths (number of people),2004 (YR2004),194
Turkiye,TUR,Battle-related deaths (number of people),2005 (YR2005),293
Turkiye,TUR,Battle-related deaths (number of people),2006 (YR2006),225
Turkiye,TUR,Battle-related deaths (number of people),2007 (YR2007),494
Turkiye,TUR,Battle-related deaths (number of people),2008 (YR2008),471
Turkiye,TUR,Battle-related deaths (number of people),2009 (YR2009),138
Turkiye,TUR,Battle-related deaths (number of people),2010 (YR2010),226
Turkiye,TUR,Battle-related deaths (number of people),2011 (YR2011),405
Turkiye,TUR,Battle-related deaths (number of people),2012 (YR2012),785
Turkiye,TUR,Battle-related deaths (number of people),2013 (YR2013),20
Turkiye,TUR,Battle-related deaths (number of people),2015 (YR2015),902
Turkiye,TUR,Battle-related deaths (number of people),2016 (YR2016),1424
Turkiye,TUR,Battle-related deaths (number of people),2017 (YR2017),391
Turkiye,TUR,Battle-related deaths (number of people),2018 (YR2018),433
Turkiye,TUR,Battle-related deaths (number of people),2019 (YR2019),278
Turkiye,TUR,Battle-related deaths (number of people),2020 (YR2020),189
Turkiye,TUR,Battle-related deaths (number of people),2021 (YR2021),131
Turkiye,TUR,Battle-related deaths (number of people),2022 (YR2022),82
Uganda,UGA,Battle-related deaths (number of people),1989 (YR1989),1022
Uganda,UGA,Battle-related deaths (number of people),1990 (YR1990),626
Uganda,UGA,Battle-related deaths (number of people),1991 (YR1991),857
Uganda,UGA,Battle-related deaths (number of people),1992 (YR1992),72
Uganda,UGA,Battle-related deaths (number of people),1994 (YR1994),149
Uganda,UGA,Battle-related deaths (number of people),1995 (YR1995),259
Uganda,UGA,Battle-related deaths (number of people),1996 (YR1996),1155
Uganda,UGA,Battle-related deaths (number of people),1997 (YR1997),738
Uganda,UGA,Battle-related deaths (number of people),1998 (YR1998),748
Uganda,UGA,Battle-related deaths (number of people),1999 (YR1999),341
Uganda,UGA,Battle-related deaths (number of people),2000 (YR2000),364
Uganda,UGA,Battle-related deaths (number of people),2001 (YR2001),108
Uganda,UGA,Battle-related deaths (number of people),2002 (YR2002),722
Uganda,UGA,Battle-related deaths (number of people),2003 (YR2003),633
Uganda,UGA,Battle-related deaths (number of people),2004 (YR2004),1215
Uganda,UGA,Battle-related deaths (number of people),2005 (YR2005),610
Uganda,UGA,Battle-related deaths (number of people),2006 (YR2006),198
Uganda,UGA,Battle-related deaths (number of people),2007 (YR2007),91
Uganda,UGA,Battle-related deaths (number of people),2017 (YR2017),0
Uganda,UGA,Battle-related deaths (number of people),2022 (YR2022),25
Ukraine,UKR,Battle-related deaths (number of people),2014 (YR2014),4886
Ukraine,UKR,Battle-related deaths (number of people),2015 (YR2015),1786
Ukraine,UKR,Battle-related deaths (number of people),2016 (YR2016),254
Ukraine,UKR,Battle-related deaths (number of people),2017 (YR2017),415
Ukraine,UKR,Battle-related deaths (number of people),2018 (YR2018),243
Ukraine,UKR,Battle-related deaths (number of people),2019 (YR2019),311
Ukraine,UKR,Battle-related deaths (number of people),2020 (YR2020),196
Ukraine,UKR,Battle-related deaths (number of people),2021 (YR2021),208
Ukraine,UKR,Battle-related deaths (number of people),2022 (YR2022),81479
United Arab Emirates,ARE,Battle-related deaths (number of people),2022 (YR2022),3
United Kingdom,GBR,Battle-related deaths (number of people),1989 (YR1989),35
United Kingdom,GBR,Battle-related deaths (number of people),1990 (YR1990),41
United Kingdom,GBR,Battle-related deaths (number of people),1991 (YR1991),26
United Kingdom,GBR,Battle-related deaths (number of people),1998 (YR1998),29
United Kingdom,GBR,Battle-related deaths (number of people),2019 (YR2019),1
United States,USA,Battle-related deaths (number of people),2001 (YR2001),233
Upper middle income,UMC,Battle-related deaths (number of people),2008 (YR2008),4279
Uzbekistan,UZB,Battle-related deaths (number of people),1999 (YR1999),50
Uzbekistan,UZB,Battle-related deaths (number of people),2000 (YR2000),297
Uzbekistan,UZB,Battle-related deaths (number of people),2004 (YR2004),37
"Venezuela, RB",VEN,Battle-related deaths (number of people),1992 (YR1992),144
"Venezuela, RB",VEN,Battle-related deaths (number of people),2007 (YR2007),2
"Yemen, Rep.",YEM,Battle-related deaths (number of people),1994 (YR1994),1489
"Yemen, Rep.",YEM,Battle-related deaths (number of people),2008 (YR2008),21
"Yemen, Rep.",YEM,Battle-related deaths (number of people),2009 (YR2009),94
"Yemen, Rep.",YEM,Battle-related deaths (number of people),2010 (YR2010),175
"Yemen, Rep.",YEM,Battle-related deaths (number of people),2011 (YR2011),1140
"Yemen, Rep.",YEM,Battle-related deaths (number of people),2012 (YR2012),2331
"Yemen, Rep.",YEM,Battle-related deaths (number of people),2013 (YR2013),582
"Yemen, Rep.",YEM,Battle-related deaths (number of people),2014 (YR2014),1780
"Yemen, Rep.",YEM,Battle-related deaths (number of people),2015 (YR2015),7032
"Yemen, Rep.",YEM,Battle-related deaths (number of people),2016 (YR2016),2946
"Yemen, Rep.",YEM,Battle-related deaths (number of people),2017 (YR2017),3039
"Yemen, Rep.",YEM,Battle-related deaths (number of people),2018 (YR2018),4517
"Yemen, Rep.",YEM,Battle-related deaths (number of people),2019 (YR2019),2583
"Yemen, Rep.",YEM,Battle-related deaths (number of people),2020 (YR2020),6289
"Yemen, Rep.",YEM,Battle-related deaths (number of people),2021 (YR2021),23350
"Yemen, Rep.",YEM,Battle-related deaths (number of people),2022 (YR2022),2896
