Year,NOC,Country Name,Total Athletes,Medal Count,Gold Count,Silver Count,Bronze Count,Average Age (M),Average Height (M),Average Weight (M),Average Age (F),Average Height (F),Average Weight (F)
2024,MGL,Mongolia,32,1.0,0.0,1.0,0.0,28.428571428571427,169.0,,25.5,163.0,
2024,BEN,Benin,5,,,,,25.333333333333332,187.0,,28.0,168.0,
2024,GUM,Guam,8,,,,,23.0,182.0,,28.0,164.0,
2024,PLW,Palau,3,,,,,17.0,,,19.0,152.0,
2024,KGZ,Kyrgyzstan,16,6.0,0.0,2.0,4.0,26.818181818181817,175.0,,27.4,172.0,
2024,ZIM,Zimbabwe,7,,,,,27.6,191.0,,28.5,155.0,
2024,IVB,"Virgin Islands, B",4,,,,,24.666666666666668,180.0,,18.0,157.0,
2024,KOR,Korea,144,32.0,13.0,9.0,10.0,26.318181818181817,181.63636363636363,,26.346153846153847,170.07142857142858,
2024,HUN,Hungary,177,19.0,6.0,7.0,6.0,27.51086956521739,192.2,,25.847058823529412,175.28571428571428,
2024,MNE,Montenegro,19,,,,,26.0625,191.28571428571428,,23.666666666666668,164.5,
2024,AND,Andorra,2,,,,,25.0,171.0,,25.0,,
2024,SVK,Slovakia,28,1.0,0.0,0.0,1.0,29.214285714285715,184.0,,26.857142857142858,167.83333333333334,
2024,GUI,Guinea,25,,,,,22.05,178.94736842105263,,24.6,170.0,
2024,ESA,El Salvador,8,,,,,28.571428571428573,163.0,,25.0,,
2024,SOL,Solomon Islands,2,,,,,,,,24.0,152.0,
2024,THA,Thailand,51,6.0,1.0,3.0,2.0,24.782608695652176,174.6,,26.571428571428573,168.07692307692307,
2024,SUD,Sudan,4,,,,,24.0,,,16.0,,
2024,RSA,South Africa,141,6.0,1.0,3.0,2.0,27.46153846153846,180.29268292682926,84.23076923076923,27.285714285714285,167.64285714285714,68.0
2024,COK,Cook Islands,2,,,,,29.0,181.0,,19.0,,
2024,NOR,Norway,107,8.0,4.0,1.0,3.0,27.982142857142858,189.42857142857142,,28.862745098039216,174.89285714285714,
2024,INA,Indonesia,29,2.0,2.0,0.0,0.0,26.0,171.75,,25.692307692307693,161.16666666666666,
2024,KEN,Kenya,72,11.0,4.0,2.0,5.0,26.564102564102566,174.78947368421052,87.23076923076923,27.242424242424242,169.5,
2024,DEN,Denmark,125,9.0,2.0,2.0,5.0,29.0,191.16,,27.057971014492754,176.6153846153846,
2024,RWA,Rwanda,7,,,,,24.0,174.0,,28.75,158.0,
2024,ANG,Angola,24,,,,,26.625,185.0,,26.5,174.85714285714286,
2024,TAN,Tanzania,7,,,,,27.75,176.5,,28.0,174.0,
2024,EST,Estonia,24,,,,,30.5,192.75,,28.125,179.0,
2024,LTU,Lithuania,51,4.0,0.0,2.0,2.0,29.22222222222222,196.0,,28.458333333333332,178.55555555555554,
2024,NZL,New Zealand,202,20.0,10.0,7.0,3.0,26.740384615384617,183.52272727272728,92.53846153846153,26.857142857142858,170.36363636363637,69.66666666666667
2024,CHN,China,392,90.0,39.0,27.0,24.0,25.825757575757574,183.5531914893617,,25.217557251908396,176.5909090909091,67.57142857142857
2024,SMR,San Marino,5,,,,,25.5,,,26.0,162.0,
2024,BDI,Burundi,7,,,,,24.5,174.0,,20.333333333333332,168.0,
2024,VEN,Venezuela,31,,,,,31.294117647058822,174.0,,28.785714285714285,170.8,
2024,MLT,Malta,5,,,,,23.666666666666668,178.0,,21.5,,
2024,EOR,EOR,37,1.0,0.0,0.0,1.0,27.458333333333332,174.8,,27.0,169.0,
2024,BEL,Belgium,171,8.0,2.0,1.0,5.0,28.72093023255814,184.71875,,27.176470588235293,174.05714285714285,
2024,TUV,Tuvalu,2,,,,,25.0,176.0,,20.0,,
2024,SOM,Somalia,1,,,,,26.0,178.0,,,,
2024,LBR,Liberia,8,,,,,25.0,181.8,,27.333333333333332,165.33333333333334,
2024,ZAM,Zambia,30,1.0,0.0,0.0,1.0,22.0,172.5,,25.545454545454547,160.23809523809524,
2024,AUS,Australia,465,53.0,18.0,19.0,16.0,26.91219512195122,188.2840909090909,88.66666666666667,26.724137931034484,172.95,68.6923076923077
2024,KSA,Saudi Arabia,8,,,,,28.833333333333332,182.5,,22.5,,
2024,TOG,Togo,5,,,,,26.0,,,23.666666666666668,170.0,
2024,DOM,Dominican Republic,58,3.0,1.0,0.0,2.0,24.91176470588235,178.8846153846154,,27.833333333333332,186.64285714285714,
2024,SLE,Sierra Leone,4,,,,,23.0,,,21.0,170.0,
2024,HAI,Haiti,7,,,,,26.25,181.0,,21.333333333333332,175.0,
2024,FIN,Finland,56,,,,,29.08695652173913,185.3,,27.96969696969697,171.95238095238096,
2024,TTO,Trinidad and Tobago,17,,,,,26.5,180.28571428571428,,22.714285714285715,167.5,
2024,BAH,Bahamas,18,,,,,26.2,188.0,,23.5,168.71428571428572,
2024,DMA,Dominica,4,1.0,1.0,0.0,0.0,22.0,157.0,,24.5,147.0,
2024,USA,United States,605,126.0,40.0,44.0,42.0,27.294736842105262,187.39622641509433,88.71428571428571,26.6125,172.96835443037975,68.08333333333333
2024,BRU,Brunei Darussalam,3,,,,,22.5,178.0,,16.0,,
2024,TUN,Tunisia,26,3.0,1.0,1.0,1.0,25.833333333333332,182.33333333333334,,27.214285714285715,164.0,
2024,URU,Uruguay,27,,,,,25.695652173913043,180.75,82.85714285714286,23.75,170.0,
2024,MAD,Madagascar,7,,,,,22.666666666666668,185.0,,23.0,169.0,
2024,CAF,Centr Afric Re,4,,,,,24.5,183.0,,23.0,,
2024,POR,Portugal,73,4.0,1.0,2.0,1.0,29.055555555555557,186.36363636363637,,29.324324324324323,170.3846153846154,
2024,NEP,Nepal,7,,,,,22.0,172.0,,24.5,161.0,
2024,HKG,"Hong Kong, China",34,4.0,2.0,0.0,2.0,27.375,177.33333333333334,,26.166666666666668,165.75,
2024,HON,Honduras,4,,,,,29.0,170.0,,27.0,,
2024,PNG,Papua New Guinea,7,,,,,27.4,166.0,,26.0,165.0,
2024,ISL,Iceland,5,,,,,38.5,,,26.0,190.0,
2024,AZE,Azerbaijan,48,7.0,2.0,2.0,3.0,27.321428571428573,182.16666666666666,,27.25,182.33333333333334,
2024,ECU,Ecuador,40,5.0,1.0,2.0,2.0,32.125,176.0,,27.958333333333332,162.16666666666666,
2024,PLE,Palestine,8,,,,,27.5,179.33333333333334,,25.0,165.0,
2024,SRI,Sri Lanka,6,,,,,23.333333333333332,177.5,,26.0,158.0,
2024,NED,Netherlands,279,34.0,15.0,7.0,12.0,28.598214285714285,187.2258064516129,,27.01197604790419,178.31506849315068,
2024,BIH,Bosnia & Herzegovina,5,,,,,25.5,198.0,,26.0,,
2024,CAN,Canada,322,27.0,9.0,7.0,11.0,27.761904761904763,190.71929824561403,,26.729591836734695,173.43434343434345,69.57142857142857
2024,MYA,Myanmar,2,,,,,16.0,,,25.0,158.0,
2024,BOT,Botswana,13,2.0,1.0,1.0,0.0,24.636363636363637,177.0,,22.0,169.0,
2024,LAT,Latvia,29,,,,,28.25,193.85714285714286,,25.23076923076923,176.5,
2024,TGA,Tonga,4,,,,,19.0,,,24.5,168.0,
2024,LBN,Lebanon,9,,,,,25.6,186.0,,30.75,,
2024,SRB,Serbia,113,5.0,3.0,1.0,1.0,29.242857142857144,197.08510638297872,,28.069767441860463,182.46666666666667,
2024,NCA,Nicaragua,7,,,,,20.0,,,24.833333333333332,166.0,
2024,CMR,Cameroon,6,,,,,24.0,184.0,,30.75,173.0,
2024,GEQ,Equatorial Guinea,3,,,,,24.0,170.0,,21.0,165.0,
2024,LAO,Lao PDR,4,,,,,20.0,,,22.666666666666668,160.0,
2024,GUA,Guatemala,16,2.0,1.0,0.0,1.0,30.1,179.2,,27.166666666666668,171.0,
2024,GRE,Greece,100,8.0,1.0,1.0,6.0,27.47457627118644,193.70967741935485,,26.902439024390244,174.58333333333334,
2024,ASA,American Samoa,2,,,,,25.0,,,18.0,152.0,
2024,MKD,North Macedonia,6,,,,,24.0,178.0,,21.5,,
2024,SAM,Samoa,24,,,,,27.1,179.85714285714286,91.08333333333333,27.5,,
2024,COD,DR Congo,6,,,,,23.333333333333332,189.0,,23.333333333333332,175.0,
2024,GHA,Ghana,8,,,,,25.166666666666668,173.8,,22.0,183.0,
2024,SYR,Syria,6,,,,,26.0,,,19.0,163.0,
2024,PAN,Panama,8,1.0,0.0,1.0,0.0,25.666666666666668,192.0,,26.8,174.5,
2024,SSD,South Sudan,14,,,,,26.923076923076923,200.3846153846154,,23.0,182.0,
2024,NRU,Nauru,1,,,,,23.0,174.0,,,,
2024,PHI,Philippines,22,4.0,2.0,0.0,2.0,26.142857142857142,177.0,,25.4,162.16666666666666,
2024,SUI,Switzerland,130,8.0,1.0,2.0,5.0,27.38235294117647,182.4375,,26.403225806451612,173.03333333333333,
2024,PRK,DPR Korea,14,6.0,0.0,2.0,4.0,24.0,158.0,,22.9,166.0,
2024,SLO,Slovenia,92,3.0,2.0,1.0,0.0,29.583333333333332,194.4516129032258,,27.711111111111112,175.0,
